gene,TBI_mean,Sham_mean,log2FC
Gnaq,0.9625341,0.68593025,0.48280612
Zfand5,0.69133973,0.66468763,0.055893727
Tjp2,0.049178347,0.06411449,-0.3246862
Slc1a1,0.8657866,0.5039729,0.76888716
Cdc37l1,0.48534527,0.34765393,0.4698702
Jak2,0.056958888,0.07646874,-0.36890313
Il33,0.045578975,0.028625946,0.524969
Btaf1,0.21040311,0.23154768,-0.13216344
Plce1,0.03168106,0.057344534,-0.69216883
Opalin,0.03346764,0.021932557,0.44491377
Lcor,0.3166256,0.35561207,-0.16267581
Cwf19l1,0.018829461,0.019527838,-0.03453187
Scd2,0.31750268,0.18907127,0.7182216
Lzts2,0.009560671,0.011730834,-0.1517876
Actr1a,0.09556213,0.08516184,0.1496372
Arl3,0.1061325,0.083746925,0.3089285
Sfxn2,0.046870716,0.032711804,0.4130512
Sfr1,0.21660206,0.1690896,0.3394794
Smc3,0.20946178,0.17354572,0.2578302
Nutf2-ps1,0.09885299,0.043422032,1.0268743
A630007B06Rik,0.10656712,0.11800228,-0.13500863
D19Ertd737e,0.09574873,0.08957561,0.08677604
Sfxn4,0.019745024,0.021679593,-0.09090549
Xkr4,0.08784403,0.07091452,0.2740852
Mrpl15,0.09603548,0.074995235,0.31909323
St18,0.025261344,0.012893899,0.6231243
Terf1,0.04836731,0.06216213,-0.30608124
Smap1,0.09803373,0.13881446,-0.462033
Ptp4a1,0.058342345,0.052436788,0.13038328
Dst,0.48177177,0.5852974,-0.27562165
Plekhb2,0.058328334,0.056302555,0.043419514
Sema4c,0.06517392,0.07167668,-0.11969201
Rpl31,0.7510229,0.53432566,0.48346975
Map4k4,0.3660597,0.3196541,0.19000866
Tmeff2,0.054187614,0.043124612,0.2729145
Mfsd6,0.008539383,0.0059610666,0.21603636
Plcl1,0.3623286,0.39616978,-0.12550655
Ndufb3,0.24011481,0.15447819,0.60469407
Gm10068,0.0756942,0.06221574,0.24688423
Mdh1b,0.007103606,0.0011995481,0.61085993
Map2,0.15642273,0.105331264,0.529069
Kansl1l,0.121740855,0.19722655,-0.65350616
Ctdsp1,0.038383283,0.03416068,0.13174629
Usp37,0.055515427,0.05212317,0.07670324
Pax3,0.005494085,0.002977207,0.25573757
Acsl3,0.07951685,0.049831595,0.5812516
Cul3,0.11296774,0.1082841,0.05602376
Dock10,0.47619107,0.6562588,-0.45455927
Ptma,0.84997594,0.6858841,0.3054492
Pde6d,0.054727584,0.037920095,0.43374997
Atg16l1,0.056473505,0.071803674,-0.2993862
Agap1,0.0679,0.05958866,0.162771
Kif1a,0.10913042,0.0759425,0.47109812
Sept2,0.24240284,0.18921907,0.34137237
Farp2,0.01863932,0.011467956,0.41581243
D1Ertd622e,0.07543185,0.08432919,-0.14293021
Gin1,0.027447421,0.03179524,-0.15847223
Zcchc2,0.047564868,0.058099966,-0.24246553
Cntnap5a,0.048843674,0.049271256,-0.010445251
Clasp1,0.06971225,0.056547355,0.2604201
Dbi,0.33635896,0.25120902,0.4070634
Tmem163,0.040360123,0.04389852,-0.09796389
R3hdm1,0.1252915,0.15415616,-0.27899775
Lct,0.003126789,0.0038418258,-0.076520175
Dars,0.12945183,0.096910834,0.3833589
Thsd7b,0.0803943,0.058141757,0.40769255
Nucks1,0.2782207,0.24873602,0.15569314
Nfasc,0.06701888,0.05139341,0.32712826
Cntn2,0.026130166,0.0055583674,1.2155133
Shisa4,0.036227565,0.025391428,0.38535348
Csrp1,0.05309194,0.03261287,0.56616634
Kif21b,0.16199139,0.15525334,0.057656974
Camsap2,0.057249345,0.05731748,-0.0014609582
Gm4258,0.021903146,0.052413598,-0.9681615
Crb1,0.011683479,0.010155951,0.10539032
Trmt1l,0.100799024,0.10454804,-0.048007548
Edem3,0.059553053,0.05045483,0.20225628
Arpc5,0.4709296,0.43812558,0.10192263
Lamc1,0.025503311,0.013389203,0.6021111
Glul,1.3648907,1.5006975,-0.13589785
Stx6,0.08214448,0.08698803,-0.07390909
Acbd6,0.14012507,0.11273364,0.29063424
Cep350,0.12650676,0.12083884,0.06118164
Rasal2,0.123957336,0.122432396,0.016517576
Astn1,0.08364835,0.03687695,0.9983747
Prrc2c,0.48107758,0.42837852,0.16377388
Scyl3,0.03235694,0.029133156,0.11420684
Tiprl,0.12182388,0.093529865,0.34856474
Ildr2,0.016132817,0.021018783,-0.24727942
Ufc1,0.14263049,0.123986065,0.18796018
Pfdn2,0.15734906,0.15105297,0.055325303
Copa,0.128072,0.15841247,-0.28657824
Atp1a2,0.17258482,0.14170231,0.26732376
Kcnj10,0.045445766,0.022915956,0.7522902
Cep170,0.17019239,0.18001139,-0.076547824
Sdccag8,0.22256912,0.23093775,-0.051000837
Hnrnpu,0.8409252,0.8023988,0.066844195
Cdc42bpa,0.09148483,0.06688235,0.40053985
Nvl,0.08082481,0.06760025,0.22702506
Degs1,0.15286115,0.111890435,0.4180576
Trp53bp2,0.0659252,0.07122362,-0.097320355
Eprs,0.29812506,0.1677193,0.7939155
Ppp2r5a,0.16491476,0.16505432,-0.0011506787
Ints7,0.023923744,0.030423444,-0.2528969
Lpgat1,0.089638956,0.10911501,-0.25757346
Traf5,0.27771136,0.20218119,0.4393253
Hsd11b1,0.006529522,0.004305228,0.20850259
Cdc123,0.12951998,0.105578594,0.27159765
Fam188a,0.07966514,0.06568374,0.24456388
Plxdc2,1.5766991,1.7331413,-0.1356609
Mllt10,0.16610573,0.19799778,-0.24012624
Pip4k2a,0.5128118,0.6173981,-0.26308945
Etl4,0.23442942,0.12538177,0.85238445
Myo3a,2.309198,1.4963828,0.6225375
Mastl,0.0038469424,0.009163958,-0.4688282
Tprn,0.014343103,0.013141241,0.07304681
Ssna1,0.07770062,0.06390537,0.24690786
Ptgds,0.17020379,0.100340314,0.7076694
Npdc1,0.024254559,0.008838175,0.8626368
Rabl6,0.17829013,0.19837655,-0.14623559
Cacfd1,0.02744344,0.020555416,0.29328486
Urm1,0.06569764,0.04534271,0.4518549
Cercam,0.010862985,0.002345473,0.75696355
Ppp2r4,0.1178614,0.09063084,0.34550828
Ntmt1,0.03983697,0.039383553,0.0131858345
Fnbp1,0.26013294,0.27288422,-0.066542104
Swi5,0.18205011,0.13224822,0.43307218
Mvb12b,0.15960562,0.1678401,-0.06839663
Cep110,0.16984344,0.1880255,-0.13894472
Gsn,0.028842257,0.022947583,0.23745434
Strbp,0.07164375,0.06481759,0.12596487
Rabgap1,0.08809358,0.09922742,-0.15510444
Arpc5l,0.21174721,0.1462497,0.5050626
Zeb2,0.87177867,0.94042295,-0.10815308
Tnfaip6,0.018910257,0.011264843,0.44311115
Kcnj3,0.013353143,0.01720842,-0.22043644
Ermn,0.064414084,0.026630044,1.0225483
Kcnh7,0.04004509,0.03594718,0.123252176
Grb14,0.04115179,0.008132406,1.4962144
Csrnp3,0.020695869,0.016279131,0.22412698
B3galt1,0.035336874,0.031441223,0.12961821
Ubr3,0.12035287,0.1266779,-0.068357676
Dync1i2,0.36141437,0.3603695,0.004064411
Metap1d,0.11405015,0.133432,-0.2094435
Wipf1,0.24395697,0.24226083,0.0096678715
4930441J16Rik,0.0016390964,0.0025865464,-0.11290342
Lnp,0.045850266,0.056891907,-0.2602675
Zfp804a,0.02922703,0.016793357,0.5499728
Zc3h15,0.16583025,0.15401246,0.10037793
2700094K13Rik,0.0952949,0.04274918,0.997215
Mapk8ip1,0.04090107,0.033149015,0.23836829
Slc1a2,0.39762217,0.3332909,0.24780093
Caprin1,0.20938608,0.15986606,0.36907437
Gm22761,0.0733881,0.034351785,0.9108493
Fbxo3,0.0485729,0.056090783,-0.1742157
Hipk3,0.058828883,0.052384462,0.14182727
Ccdc73,0.023849096,0.04305983,-0.64850265
Spred1,0.1595173,0.16313672,-0.030479183
Rmdn3,0.025701707,0.013145181,0.6252812
Tmem87a,0.062362775,0.05844322,0.080340184
Stard9,0.14570887,0.1657264,-0.17447974
Ubr1,0.10477684,0.11955169,-0.17469636
Ccndbp1,0.08055336,0.06633341,0.24645342
Map1a,0.09073315,0.06901035,0.35042506
Mfap1b,0.17889494,0.1417089,0.31627834
Mfap1a,0.13787577,0.11826327,0.20527764
Frmd5,0.063825965,0.050354958,0.29065603
Sord,0.048084468,0.05282607,-0.11321089
Gatm,0.4562088,0.27692947,0.70028013
Secisbp2l,0.18868844,0.16216663,0.20670244
Mal,0.06106885,0.04277772,0.42928836
Bub1,0.01550648,0.021856437,-0.32072106
Chchd5,0.030992705,0.023100322,0.30852205
Snrpb,0.34152356,0.22370465,0.58893484
Ddrgk1,0.28845015,0.26660404,0.10966776
4930402H24Rik,0.07767621,0.05274494,0.48268622
Atrn,0.07459427,0.07108794,0.06107251
Rnf24,0.032958925,0.033057183,-0.003296026
Smox,0.25245082,0.24132665,0.062483463
Prnp,0.1478452,0.08916856,0.67055565
Crls1,0.026610997,0.016691027,0.4559223
Pak7,0.032478098,0.019276878,0.5369575
Btbd3,0.044500735,0.027357189,0.54488987
Esf1,0.15525205,0.13378699,0.20073505
Macrod2,0.2874984,0.24118692,0.24412064
Slc24a3,0.475173,0.43132442,0.13665965
4930529M08Rik,0.022490159,0.016501505,0.29392847
Plk1s1,0.037232883,0.047869887,-0.29302135
Cst3,5.882367,6.009452,-0.030784767
Fkbp1a,0.21437934,0.17073315,0.3120786
Tm9sf4,0.12944801,0.11458467,0.16260093
Kif3b,0.09856783,0.08010737,0.2688796
8430427H17Rik,0.14599356,0.115968764,0.3084204
Itch,0.15332845,0.20189609,-0.37558082
Acss2,0.024524301,0.020330532,0.18684134
Ergic3,0.26192504,0.20074092,0.36773843
Ppp1r16b,0.028689103,0.02298668,0.23004375
Top1,0.38752165,0.3426945,0.17261444
Oser1,0.031066895,0.0150599675,0.71259123
Tomm34,0.0895377,0.0721107,0.27767292
Ywhab,0.4630826,0.40969336,0.17275651
Sys1,0.13379376,0.10389918,0.3362438
Pcif1,0.11055679,0.08384112,0.36142072
Zswim1,0.011530646,0.009869607,0.115828395
Ctsa,0.7446559,0.5463209,0.43990162
Eya2,0.114815354,0.06168928,0.79996616
Sulf2,0.030526543,0.018195534,0.5234005
Rnf114,0.16184452,0.16263656,-0.0066341544
Atp9a,0.04030142,0.020254482,0.73345023
Bcas1,0.114755064,0.07811242,0.501681
Rtfdc1,0.1708597,0.14793354,0.19555335
Phactr3,0.03969291,0.050129928,-0.27504322
Psma7,0.47646907,0.40179288,0.24042918
Nkain4,0.021070834,0.014289485,0.35522905
Pex2,0.14981753,0.13643897,0.1261261
Mrps28,0.5543659,0.4127902,0.41668883
Fabp5,0.024081428,0.006938776,1.0086561
Lrrcc1,0.09661957,0.08743145,0.13001274
Car2,0.105933785,0.06471551,0.63382137
Armc1,0.07259724,0.053988658,0.36827743
Eif5a2,0.009532242,0.00511685,0.36969998
Rpl22l1,0.3198687,0.20192717,0.6383233
Sec62,0.45528328,0.4513915,0.012117941
Cldn11,0.086501904,0.046234436,0.7791035
Pex5l,0.037121233,0.027574368,0.32662863
Fxr1,0.15741697,0.13868968,0.1711412
Dnajc19,0.18228124,0.14844239,0.27925956
Sox2ot,0.050781045,0.048950624,0.04411442
Pgrmc2,0.09622504,0.0844979,0.16876973
2610316D01Rik,0.018170796,0.011515877,0.38879877
Naa15,0.26548105,0.2144561,0.29551977
Cog6,0.030984435,0.02936394,0.05820152
Nbea,0.16277975,0.19803153,-0.26786807
Rnf13,0.43524298,0.42941895,0.018995767
Dhx36,0.13054265,0.11063515,0.22035782
Kcnab1,0.023215814,0.024212016,-0.042632844
Ccnl1,0.8582597,0.832486,0.043473918
Veph1,0.052926276,0.012980448,1.4532557
Rsrc1,0.16905707,0.1865727,-0.13464344
Smc4,0.04176888,0.058288794,-0.3995639
Fstl5,0.03712399,0.049782712,-0.3432667
D930015E06Rik,0.045742217,0.070573315,-0.5315317
Trim2,0.23745164,0.22139256,0.0968041
Lrba,0.57542443,0.4722145,0.27980793
Hapln2,0.0048513487,0.004298947,0.054685127
Mef2d,0.08145991,0.07437012,0.11640727
Syt11,0.16595028,0.12514976,0.38060892
Arhgef2,0.20566492,0.20183569,0.02584586
Fdps,0.034457255,0.016562948,0.7430036
Tpm3,1.262338,1.2498078,0.014278311
Ilf2,0.09791602,0.087984726,0.13928029
S100a1,0.074653685,0.051314194,0.4653517
S100a16,0.11323962,0.06535137,0.70976067
Psmd4,0.27010703,0.19107641,0.47823426
Fam63a,0.040228408,0.02042542,0.72322637
Cers2,0.11887887,0.09244034,0.33123204
Rprd2,0.07397352,0.06429685,0.17663352
Anp32e,0.23946011,0.16770339,0.4893379
Rbm8a,0.24618073,0.14841796,0.693426
Pde4dip,0.15633886,0.15528978,0.009127594
Prkab2,0.04000727,0.039127886,0.025595654
Atp1a1,0.1639204,0.1405781,0.20791516
Tspan2,0.03603922,0.018853473,0.67411834
Csde1,0.38787025,0.32605276,0.24361028
Dclre1b,0.011672195,0.013512266,-0.11756834
Kcnd3,0.019743802,0.015347085,0.23076926
Atp5f1,0.4238473,0.33157057,0.3450037
Ahcyl1,0.0965814,0.08630417,0.14628541
4933431E20Rik,0.007518748,0.0058851414,0.14122172
Gstm5,0.07173625,0.06706294,0.084938765
Gstm7,0.0070087896,0.00392157,0.28895855
Sort1,0.14977844,0.21462251,-0.49142975
Sars,0.14020033,0.09351403,0.5370617
Stxbp3a,0.08501061,0.118198246,-0.4322161
Prpf38b,0.5513382,0.5442186,0.018415164
Dph5,0.0415889,0.033310372,0.2523481
Hiat1,0.08712366,0.07729766,0.15387994
Slc35a3,0.06802203,0.058625054,0.18514599
F3,0.056045305,0.026047809,0.87354445
Gm17494,0.60951334,0.3706462,0.70268464
1810037I17Rik,0.24796619,0.19918601,0.30239558
Ugt8a,0.025318215,0.0150521975,0.4954753
Ank2,0.2753471,0.2945996,-0.09419601
Elovl6,0.015538756,0.020919142,-0.27581206
Pla2g12a,0.033569746,0.0213131,0.47656032
Unc5c,0.020237776,0.036153704,-0.6100943
Pkn2,0.09829053,0.15330705,-0.5926799
Sep15,0.4801761,0.37841824,0.33568928
Sh3glb1,0.6597641,0.69208753,-0.06799787
Gm10288,0.3986099,0.33739173,0.23416077
Ptgfr,0.004069171,0.0022260784,0.20257553
Fubp1,0.19341114,0.2020008,-0.05967099
St6galnac3,0.030733082,0.034604173,-0.1309777
Negr1,0.05304855,0.053057868,-0.00021327425
Zranb2,0.18346395,0.2120567,-0.19886331
Rps20,1.2102755,0.96370846,0.32564518
Impad1,0.07262573,0.046002693,0.5610948
Ubxn2b,0.03621392,0.0319282,0.14040636
Rbm12b2,0.022152271,0.022020075,0.0059440136
Otud6b,0.055543352,0.025880644,0.86924374
Wwp1,0.10080739,0.0942332,0.08823926
Sfrs18,0.594937,0.70627755,-0.24373373
Zfp292,0.21274817,0.25661275,-0.25933212
Dnaja1,0.23173876,0.17424765,0.39180264
Rnf38,0.06988446,0.09254004,-0.3602007
Zcchc7,0.23912635,0.27604905,-0.19938484
Ncbp1,0.062080417,0.059581723,0.05089901
Anp32b,0.3130831,0.19844624,0.63222986
Tmeff1,0.0236655,0.02267527,0.043071683
Slc44a1,0.063222624,0.045040797,0.41178808
Tmem245,0.12624596,0.13676114,-0.10725662
Palm2,0.007506429,0.0063015185,0.10287838
Gm20459,0.0036895985,0.002491358,0.13214982
Txn1,0.19642675,0.11900247,0.67823136
Lpar1,0.06626359,0.052572478,0.285466
Snx30,0.11237056,0.1112718,0.013012339
Zfp37,0.009157883,0.016109047,-0.44661164
Atp6v1g1,0.28055808,0.22045995,0.33431038
Astn2,0.05936275,0.048000447,0.25809714
Ptprd,0.20351824,0.15678184,0.35639715
Mpdz,0.02491089,0.02061431,0.18947093
Psip1,0.0856218,0.09308932,-0.10848345
Ccdc171,0.04655848,0.037763663,0.24383004
Slc24a2,0.05228845,0.036586743,0.41904515
Plaa,0.111053064,0.08544538,0.34289232
Jun,2.178131,2.6094725,-0.25957718
Nfia,0.28491965,0.44445172,-0.62380505
Atg4c,0.028674647,0.03039429,-0.06276332
Pde4b,0.36526138,0.3211202,0.18054083
Slc35d1,0.022160122,0.015502548,0.33463147
Dab1,0.14966448,0.10548251,0.46736914
Scp2,0.15235995,0.1326266,0.18695283
Txndc12,0.125627,0.11753688,0.08873002
Skint5,0.019682683,0.013273098,0.35095835
Efcab14,0.13556968,0.11468524,0.22341932
Prdx1,0.5631267,0.3809406,0.5519046
Eif2b3,0.086497925,0.062475998,0.41299462
Rps8,1.3534217,0.8550934,0.656304
Atp6v0b,0.56836814,0.523557,0.1163457
Ybx1,0.67018455,0.45927757,0.53548473
Cap1,0.27838492,0.23310022,0.24644445
Gnl2,0.14720474,0.14045943,0.06327015
Grik3,0.40882578,0.19668287,1.0189314
Map7d1,0.20154442,0.17594951,0.18604968
Ago4,0.022154521,0.020491328,0.07662268
Psmb2,0.25834277,0.21264945,0.2693029
Sfpq,0.31897575,0.32982975,-0.04683098
Phc2,0.12756781,0.13696702,-0.095349476
Rbbp4,0.05473493,0.03460477,0.53734624
Marcksl1,0.46974513,0.42452574,0.14282659
Tmem234,0.32660037,0.26790112,0.2764651
Khdrbs1,0.28357583,0.23544613,0.2583268
Zcchc17,0.14262734,0.08851348,0.63162047
Snhg12,0.10323428,0.07532235,0.40831524
Trnau1ap,0.06730821,0.046551373,0.45105955
Dhdds,0.047501005,0.047314398,0.0046895603
Sh3bgrl3,0.265134,0.12731685,1.0026257
Stmn1,0.08682478,0.0686774,0.299427
D4Wsu53e,0.46524855,0.59744763,-0.35407776
Syf2,0.21895054,0.21669485,0.014284441
Srrm1,0.5120891,0.56328344,-0.13495263
Hmgcl,0.12207098,0.1219084,0.0017772056
Rpl11,1.6263455,1.3223661,0.2964868
Cdc42,0.8797914,0.76296383,0.20306624
Ddost,0.2905616,0.23117574,0.31757575
Mul1,0.06387358,0.04653476,0.38592032
Minos1,0.42249677,0.28740197,0.54027516
Kazn,0.23856947,0.16200992,0.53115726
Gm26763,0.04718764,0.04051689,0.17893757
Kif1b,0.25467175,0.2198588,0.20345628
Ajap1,0.0030586114,0.009817693,-0.60178757
Tmem88b,0.018900115,0.01629781,0.13613251
Mrpl20,0.15116331,0.076012805,0.9059001
Ccnl2,0.24586336,0.21188286,0.20557536
Aurkaip1,0.1416543,0.11766517,0.24842143
Acap3,0.019914301,0.010786868,0.52516305
Rbm48,0.028198916,0.026790857,0.054184638
Gatad1,0.08220758,0.055459294,0.49428722
Ankib1,0.09139002,0.0923094,-0.013022998
Krit1,0.060798768,0.11361711,-0.8040822
Gm26825,0.7224172,0.5684762,0.340408
Grm3,0.03921529,0.035675135,0.10769743
Sema3d,0.16862462,0.08013895,0.9867085
Magi2,0.1330366,0.09506287,0.44513157
Psmc2,0.18420634,0.13998473,0.3727746
Orc5,0.3690084,0.23057917,0.65571797
Srpk2,0.09956588,0.1126724,-0.16301218
Abcb8,0.02339626,0.02591513,-0.10490514
Cdk5,0.07390121,0.060291063,0.25535035
Rheb,0.19957721,0.14090653,0.47382662
Kmt2c,0.24839126,0.28482836,-0.19031802
Gm1979,0.0,0.0,0.0
Insig1,0.03764607,0.0337387,0.123446845
Hadha,0.1816847,0.1251881,0.503767
Ppm1g,0.12584342,0.108307496,0.19940336
Mrpl33,0.1549062,0.08441836,0.8045064
Ppp1cb,0.18000917,0.15440008,0.20885797
Prr14l,0.071665965,0.07120238,0.008212828
Add1,0.1574575,0.124610655,0.31500244
Ablim2,0.035459876,0.016828097,0.76084894
Bloc1s4,0.05193368,0.04696566,0.120631814
Ppp2r2c,0.041183725,0.026397418,0.49184895
Jakmip1,0.005786175,0.008336294,-0.2160405
Fbxl5,0.10353211,0.10916653,-0.06987873
Qdpr,0.20759748,0.13804382,0.55563754
Med28,0.24819769,0.13414444,0.84096086
Ncapg,0.0018008102,0.00443535,-0.2907202
Lcorl,0.14293711,0.20150754,-0.4677706
Pi4k2b,0.009038775,0.006514291,0.20522557
Anapc4,0.06660177,0.05301908,0.2815889
Stim2,0.038472306,0.04955464,-0.2970531
4932441J04Rik,0.06737,0.043154012,0.5415956
Arap2,0.046558265,0.05012886,-0.088319734
Rfc1,0.14161023,0.1356206,0.058152787
Smim14,0.25175548,0.20033158,0.3155541
Limch1,0.109271705,0.081505924,0.3823148
Tmem33,0.18590595,0.14751852,0.3146398
Fryl,0.1615791,0.123317994,0.36400238
Epha5,0.2866611,0.22794734,0.3181733
Ankrd17,0.20919885,0.17781162,0.2229539
Parm1,0.01732675,0.005117333,0.8541103
Uso1,0.43896434,0.33179992,0.39344874
Mrpl1,0.04842969,0.043463185,0.12815578
1700007G11Rik,0.7426302,0.33743575,1.1151949
Wdfy3,0.22627714,0.19455868,0.20796531
Ptpn13,0.010239706,0.012737994,-0.16791661
Hsd17b11,0.16483279,0.20209874,-0.27876028
Lrrc8b,0.011671394,0.006207298,0.41914833
Lrrc8c,0.009468936,0.014594257,-0.33714738
Lrrc8d,0.1420824,0.11782235,0.25071305
Brdt,0.007975305,0.0049657375,0.26435283
Evi5,0.109721065,0.1669594,-0.5637415
Rpl5,0.9955083,0.7407999,0.42142463
Atp5k,0.21955808,0.17353405,0.3228114
Gm15446,0.03329179,0.037535395,-0.13490863
Golga3,0.051860765,0.04277945,0.22904819
Zfp932,0.026395576,0.020689404,0.24602251
Chfr,0.05885599,0.0627414,-0.0791944
Fbrsl1,0.2087203,0.21528728,-0.042678814
Galnt9,0.02204364,0.0061969,0.9843204
Hscb,0.042694904,0.038190246,0.12892225
Pitpnb,0.12053107,0.08039185,0.5301288
Sart3,0.4603607,0.32728603,0.47979495
Coro1c,0.14971113,0.10607004,0.46046928
Gltp,0.17962117,0.12050154,0.5390533
Git2,0.39600214,0.45050034,-0.18171489
2210016L21Rik,0.09203883,0.08579408,0.091109924
Rnf10,0.15910965,0.12867004,0.28630295
Taok3,0.18140851,0.1762116,0.039712105
Pebp1,0.22639687,0.1226817,0.8332416
Rpl6,0.9880895,0.74398774,0.40462813
Vps29,0.17200747,0.13960946,0.2827963
Atp2a2,0.22945176,0.1785477,0.34480548
P2rx7,0.16333565,0.1876346,-0.18926717
Gm26745,0.17400597,0.13081849,0.38591585
Bcl7a,0.030250264,0.04488775,-0.4474859
Sbno1,0.22985522,0.2465384,-0.09701083
Ubc,2.0825024,2.1719947,-0.060418364
Cct6a,0.19447903,0.11031259,0.7651654
Chchd2,0.6100236,0.44077426,0.45991808
Sbds,0.18086447,0.17841934,0.018601593
Gtf2ird1,0.035173107,0.033697285,0.04792068
Rfc2,0.09049599,0.06643166,0.39489573
Mdh2,0.24563864,0.19734241,0.30209056
Rabl5,0.02416928,0.0236155,0.023573158
Fis1,0.32220197,0.22796994,0.48128125
Plod3,0.1694263,0.17613915,-0.05299006
Zan,0.0070091765,0.0088960575,-0.15177204
Gnb2,0.53033334,0.3972553,0.40791634
Tsc22d4,0.44759613,0.3961959,0.17189923
Gjc3,0.031172788,0.009381302,1.0870258
Ints1,0.0348021,0.029298015,0.18911
Gna12,0.18930984,0.17536221,0.10466578
Slc29a4,0.002713492,0.0033726087,-0.07292059
Actb,3.7467191,3.6776326,0.026778383
Ccz1,0.09867704,0.08679176,0.16709101
Pomp,0.42000818,0.3489544,0.26056355
N4bp2l2,0.21016304,0.23468523,-0.15235469
Pds5b,0.089182585,0.10381829,-0.19857365
Gng11,0.02259484,0.013237141,0.48821086
Pon2,0.19468765,0.14269418,0.42277902
Gm20619,0.036604576,0.036231294,0.011601782
Shfm1,0.41023594,0.28951022,0.4885943
Ndufa4,0.5209254,0.37046713,0.4807373
Thsd7a,0.03781333,0.016019542,0.8778172
2610001J05Rik,0.12691088,0.12122394,0.0612062
Ptprz1,0.073217414,0.052061193,0.42319405
Gpr37,0.0222918,0.011648366,0.5769098
Grm8,0.06591702,0.050411005,0.32961202
Snd1,0.07887702,0.079168335,-0.0047210725
Mkln1,0.20337331,0.23160069,-0.1792448
Exoc4,0.20035174,0.24759597,-0.29230618
9330158H04Rik,0.011093568,0.017036658,-0.35811365
Ptn,0.08486741,0.08684205,-0.029721081
Luc7l2,0.54319745,0.62686425,-0.20319137
Agk,0.0380614,0.04108352,-0.087979235
E330009J07Rik,0.012743598,0.013664727,-0.05727781
Cntnap2,0.2822474,0.21780582,0.3593855
Nfe2l3,0.0060137697,0.00210786,0.40336904
Hnrnpa2b1,0.96222717,0.83365804,0.20463517
Cbx3,0.110226505,0.10140935,0.10988468
Hibadh,0.095616326,0.07073268,0.3876081
Tax1bp1,0.4913521,0.5551062,-0.17269781
Pde1c,0.059776906,0.046425454,0.30640358
Fam13a,0.015857322,0.020419823,-0.23443891
Grid2,0.11470106,0.080489025,0.46265903
Gng12,0.15539077,0.17021298,-0.12382426
Serbp1,0.77614796,0.5875902,0.39564437
Eif2ak3,0.046093065,0.05163682,-0.13596994
Immt,0.19229239,0.15241867,0.31672457
0610030E20Rik,0.06311858,0.11315228,-0.7521335
Tgoln1,0.20148472,0.17333958,0.20603526
Gm20594,0.4387789,0.29175177,0.5726426
Wbp1,0.056137852,0.033657104,0.5992598
Mob1a,0.22019555,0.17746745,0.29621986
Dguok,0.11508278,0.08950403,0.3300563
Zfml,0.23762347,0.28254643,-0.24051751
Snrnp27,0.12019924,0.07456794,0.6225384
Cnbp,0.5978897,0.54777116,0.1241363
Rab7,0.35663113,0.2969881,0.2561466
Ccdc174,0.10381194,0.08931289,0.19659913
Nr2c2,0.07340686,0.07321627,0.0033005243
Prickle2,0.13949876,0.047498625,1.3785342
Frmd4b,0.2927349,0.42256844,-0.51487345
Shq1,0.051614586,0.03751985,0.37474182
Trnt1,0.039489,0.041627012,-0.061018195
Sec13,0.23392265,0.18274587,0.3397238
Rpl32,1.6048853,1.2755537,0.3290419
Tmcc1,0.2984133,0.27856407,0.095973365
Fam21,0.23922239,0.2453987,-0.03531744
Hnrnpf,0.28706625,0.2041322,0.47228292
Erc1,0.035399314,0.030772513,0.15507376
Wnk1,0.63104755,0.6832652,-0.11297596
Ccdc77,0.029706873,0.037986018,-0.27322534
Atp6v1e1,0.26093015,0.21957923,0.23892875
M6pr,0.37293652,0.31796145,0.223579
Rimklb,1.2794597,0.79985774,0.67102635
Pex5,0.040178955,0.03524321,0.14938106
Tpi1,0.2635939,0.13864246,0.8801898
Chd4,0.70383334,0.61344475,0.19532564
Cd9,1.6158645,1.1597166,0.475048
Kcna1,0.02468907,0.014414504,0.5067427
9330179D12Rik,0.052458644,0.016147647,1.2562201
Gm26951,0.26077983,0.13341165,0.916958
Gm5884,0.05454993,0.057600394,-0.066616036
Klre1,0.0,0.0,0.0
8430419L09Rik,0.044616427,0.045645528,-0.026930671
Wbp11,0.14887688,0.11579053,0.33688584
Smco3,0.0029681737,0.001963077,0.11638679
Plekha5,0.03558838,0.033871587,0.05537926
Aebp2,0.09437863,0.094889954,-0.007050171
Etnk1,0.16402426,0.18454973,-0.16085052
Bhlhe41,0.18283112,0.18029073,0.019132735
